t2,phi,band_width,band_gap,width_gap_ratio,chern_number,quantum_weight,trace_condition,valid_gapped,chern_near_target
-0.6,1.1780972450961724,2.0761746041112676,2.0,1.0380873020556338,1.0002300823906567,1.38607672657033,0.3858466441796733,1,1
-0.6,1.2042771838760873,2.091885928361362,2.0,1.045942964180681,1.000254632970333,1.3942228398559722,0.39396820688563916,1,1
-0.6,1.2304571226560022,2.1054866327868265,2.0,1.0527433163934132,1.000279373792715,1.4018739404448315,0.40159456665211657,1,1
-0.6,1.2566370614359172,2.116967156855135,2.0,1.0584835784275675,1.0003039941544598,1.409015552229119,0.4087115580746592,1,1
-0.6,1.2828170002158321,2.1263194182223675,2.0,1.0631597091111837,1.0003281741771797,1.4156343495389403,0.4153061753617606,1,1
-0.6,1.308996938995747,2.133536816325373,2.0,1.0667684081626865,1.000351591032697,1.4217181296952504,0.42136653866255336,1,1
-0.6,1.335176877775662,2.1386142352180046,2.0,1.0693071176090023,1.0003739251599444,1.4272557916124742,0.4268818664525298,1,1
-0.6,1.361356816555577,2.141548045618652,2.0,1.070774022809326,1.0003948663474005,1.432237319435237,0.4318424530878364,1,1
-0.6,1.3875367553354918,2.142336106141882,2.0,1.071168053070941,1.0004141195665734,1.4366537703055664,0.43623965073899296,1,1
-0.6,1.413716694115407,2.1409777636917227,2.0,1.0704888818458613,1.0004314104541088,1.4404972654616712,0.44006585500756246,1,1
-0.6,1.4398966328953218,2.137473852998339,2.0,1.0687369264991695,1.0004464903522539,1.443760983968127,0.44331449361587305,1,1
-0.6,1.4660765716752366,2.1318266952835323,2.0,1.0659133476417662,1.0004591408294052,1.4464391584708862,0.445980017641481,1,1
-0.6,1.4922565104551517,2.1240400960437524,2.0,1.0620200480218762,1.0004691776141468,1.4485270724598083,0.4480578948456615,1,1
-0.6,1.5184364492350666,2.1141193419423105,2.0,1.0570596709711553,1.0004764538874338,1.4500210586070075,0.4495446047195737,1,1
-0.6,1.5446163880149815,2.102071196805194,2.0,1.051035598402597,1.000480862888415,1.4509184978318899,0.4504376349434749,1,1
-0.6,1.5707963267948966,2.0879038967173815,2.0,1.0439519483586908,1.0004823397997604,1.4512178188238596,0.45073547902409916,1,1
-0.6,1.5969762655748114,2.1256493518777906,2.0,1.0628246759388953,1.000480862888415,1.4509184978318899,0.4504376349434749,1,1
-0.6,1.6231562043547263,2.2512125899661295,2.0,1.1256062949830647,1.0004764538874338,1.4500210586070075,0.4495446047195737,1,1
-0.6,1.6493361431346414,2.3766036594936555,2.0,1.1883018297468277,1.0004691776141468,1.4485270724598083,0.4480578948456615,1,1
-0.6,1.6755160819145563,2.501736623684736,2.0,1.250868311842368,1.0004591408294052,1.4464391584708862,0.445980017641481,1,1
-0.6,1.7016960206944711,2.626525722656247,2.0,1.3132628613281234,1.0004464903522539,1.443760983968127,0.44331449361587305,1,1
-0.6,1.7278759594743862,2.750885432193108,2.0,1.375442716096554,1.0004314104541088,1.4404972654616712,0.44006585500756246,1,1
-0.6,1.754055898254301,2.874730522362307,2.0,1.4373652611811536,1.0004141195665734,1.4366537703055666,0.4362396507389932,1,1
-0.6,1.780235837034216,2.997976115925244,2.0,1.498988057962622,1.0003948663474005,1.432237319435237,0.4318424530878364,1,1
-0.6,1.806415775814131,3.1205377465083455,2.0,1.5602688732541727,1.0003739251599444,1.4272557916124742,0.4268818664525298,1,1
-0.6,1.832595714594046,3.2423314164920987,2.0,1.6211657082460493,1.000351591032697,1.4217181296952504,0.42136653866255336,1,1
-0.6,1.8587756533739608,3.3632736545788275,2.0,1.6816368272894138,1.0003281741771797,1.4156343495389405,0.41530617536176084,1,1
-0.6,1.8849555921538759,3.483281572999747,2.0,1.7416407864998735,1.0003039941544598,1.409015552229119,0.4087115580746592,1,1
-0.6,1.9111355309337907,3.6022729243221,2.0,1.80113646216105,1.0002793737927151,1.4018739404448315,0.40159456665211635,1,1
-0.6,1.9373154697137056,3.7201661578174403,2.0,1.8600830789087202,1.000254632970333,1.3942228398559722,0.39396820688563916,1,1
-0.6,1.9634954084936207,3.83688047535243,2.0,1.918440237676215,1.0002300823906567,1.38607672657033,0.3858466441796733,1,1
-0.6,1.9896753472735356,3.9523358867638407,2.0,1.9761679433819204,1.0002060174851743,1.3774512617664338,0.3772452442812595,1,1
-0.6,2.0158552860534504,4.066453264679815,2.0,2.0332266323399075,1.0001827125911353,1.36836333477948,0.3681806221883446,1,1
-0.6,2.0420352248333655,4.179154398749824,2.0,2.089577199374912,1.000160415556479,1.358831116051966,0.358670700495487,1,1
-0.6,2.06821516361328,4.290362049246119,2.0,2.1451810246230596,1.0001393429287375,1.3488741215217273,0.34873477859298974,1,1
-0.6,2.0943951023931953,4.399999999999999,2.0,2.1999999999999993,1.0001196758841926,1.338513290202702,0.33839361431850934,1,1
-0.6,2.1205750411731104,4.507993110636554,2.0,2.253996555318277,1.0001015570479124,1.3277710769245297,0.3276695198766173,1,1
-0.6,2.146754979953025,4.614267368072128,2.0,2.307133684036064,1.0000850883432175,1.3166715624450294,0.31658647410181184,1,1
-0.6,2.17293491873294,4.718749937239196,2.0,2.359374968619598,1.0000703299894267,1.3052405834469198,0.30517025345749316,1,1
-0.6,2.199114857512855,4.82136921100387,2.0,2.410684605501935,1.0000573007384175,1.293505885293326,0.29344858455490863,1,1
-0.6,2.22529479629277,4.922054859241857,2.0,2.4610274296209287,1.000045979402803,1.2814973008678698,0.2814513214650669,1,1
-0.6,2.251474735072685,5.0207378770392195,2.0,2.5103689385196097,1.0000363076810943,1.269246959394098,0.26921065171300373,1,1
-0.6,2.2776546738526,5.117350631984881,2.0,2.5586753159924407,1.0000281942284743,1.2567895298550957,0.2567613356266214,1,1
-0.6,2.3038346126325147,5.211826910522518,2.0,2.605913455261259,1.0000215198571298,1.2441625045694602,0.24414098471233037,1,1
-0.6,2.3300145514124297,5.304101963330019,2.0,2.6520509816650093,1.0000161436801178,1.2314065296932561,0.23139038601313833,1,1
-0.6,2.356194490192345,5.394112549695428,2.0,2.697056274847714,1.0000119099416245,1.2185657909995422,0.21855388105791773,1,1
-0.6,2.3823744289722595,5.48179698085898,2.0,2.74089849042949,1.000008655210083,1.2056884653566675,0.20567981014658443,1,1
-0.6,2.4085543677521746,5.5670951622914915,2.0,2.7835475811457457,1.0000062155564586,1.1928272510406708,0.19282103548421214,1,1
-0.6,2.4347343065320897,5.649948634880148,2.0,2.824974317440074,1.0000044333070142,1.1800399935836425,0.18003556027662837,1,1
-0.6,2.4609142453120043,5.730300614993459,2.0,2.8651503074967297,1.0000031629574577,1.1673904285562533,0.16738726559879558,1,1
-0.6,2.4870941840919194,5.808096033397928,2.0,2.904048016698964,1.0000022758722067,1.154949068883688,0.1549467930114814,1,1
-0.6,2.5132741228718345,5.8832815729997465,2.0,2.9416407864998733,1.000001663474264,1.1427942725136826,0.1427926090394187,1,1
-0.6,2.539454061651749,5.955805705385674,2.0,2.977902852692837,1.0000012387578416,1.1310135372103067,0.1310122984524651,1,1
-0.6,2.5656340004316642,6.025618726138035,2.0,3.0128093630690174,1.0000009361184898,1.1197050839583222,0.11970414783983241,1,1
-0.6,2.5918139392115793,6.092672788899642,2.0,3.046336394449821,1.000000709673537,1.108979810414524,0.10897910074098704,1,1
-0.6,2.617993877991494,6.156921938165304,2.0,3.078460969082652,1.0000005304064337,1.0989637232390814,0.09896319283264776,1,1
-0.6,2.644173816771409,6.2478815801288565,2.0,3.1239407900644283,1.0000003825710297,1.089800996326933,0.08980061375590331,1,1
-0.6,2.670353755551324,6.384375840800852,2.0,3.192187920400426,1.000000259799115,1.0816578561202734,0.08165759632115832,1,1
-0.6,2.696533694331239,6.51847865258992,2.0,3.25923932629496,1.0000001612591607,1.074727573517135,0.07472741225797441,1,1
-0.6,2.722713633111154,6.6500858692923615,2.0,3.3250429346461807,1.0000000880758682,1.0692369576324208,0.06923686955655262,1,1
-0.6,2.748893571891069,6.779091916072165,2.0,3.3895459580360825,1.0000000402001792,1.0654549216032063,0.06545488140302713,1,1
-0.6,2.7750735106709836,6.90538878283137,2.0,3.452694391415685,1.0000000142400949,1.0637039613128247,0.06370394707272986,1,1
-0.6,2.8012534494508987,7.0288645426298695,2.0,3.5144322713149347,1.0000000034027834,1.0643758168746638,0.06437581347188037,1,1
-0.6,2.827433388230814,7.149401132813408,1.937428527449003,3.690149614048973,1.000000000528872,1.0679532836984298,0.06795328316955773,1,1
-0.6,2.8536133270107285,7.266870958178599,1.7860444758330525,4.068695408488729,1.0000000010279313,1.075041306057428,0.07504130502949669,1,1
-0.6,2.8797932657906435,7.38113155007511,1.6340062250460867,4.517199161751619,0.9999999944551539,1.0864125204157893,0.08641252596063542,1,1
-0.6,2.9059732045705586,7.492016896949436,1.4815933806132413,5.056729460986415,0.9999999695801144,1.103076212276822,0.10307624269670768,1,1
-0.6,2.9321531433504733,7.599322832110879,1.329166741510492,5.717358548615845,1.0000003294874724,1.126387471609387,0.1263871421219145,1,1
-0.6,2.9583330821303884,7.702781291705153,1.177219816795156,6.5431971003300635,1.0000048372631554,1.158231189209741,0.15822635194658563,1,1
-0.6,2.9845130209103035,7.802012563476377,1.0264743572905939,7.600786622736485,1.0000320433183383,1.2013576351812538,0.20132559186291554,1,1
-0.6,3.010692959690218,7.896431286693104,0.8780683815538257,8.992957100584372,1.0001237017354558,1.2600284242326096,0.2599047224971538,1,1
-0.6,3.036872898470133,7.985048857847841,0.7339513868894182,10.879533713655778,1.0000382639515522,1.3411308384479332,0.3410925744963811,1,1
-0.6,3.0630528372500483,8.06603100309517,0.5977692234640929,13.493553509416637,0.9957810460890694,1.454585435236251,0.4588043891471817,1,1
-0.6,3.089232776029963,8.135680998464673,0.47689766943664336,17.059594793313437,0.9548622745917417,1.6030282855695317,0.64816601097779,1,1
-0.6,3.115412714809878,8.186431297513959,0.38645918776185684,21.183171617486778,0.7127806280657988,1.735431362356765,1.0226507342909663,1,0
-0.6,3.141592653589793,8.205934494166925,0.3511410091698927,23.369342457510122,4.0890762263550095e-15,1.7705501883034669,1.770550188303463,1,0
-0.59,0.0,2.732882434245209,0.3511410091698927,7.782863188511706,0.0,1.7705501883034669,1.7705501883034669,1,0
-0.59,0.02617993877991494,2.7329081865600546,0.3853434618540947,7.092135866041591,0.7050890131445915,1.736867739973023,1.0317787268284315,1,0
-0.59,0.05235987755982988,2.732960378155779,0.4732750432225678,5.774571081430435,0.9516202107900026,1.60825479396298,0.6566345831729775,1,1
-0.59,0.07853981633974483,2.7354422783334154,0.5912631544149329,4.626437920083473,0.9951611961771563,1.4612795602996782,0.46611836412252194,1,1
-0.59,0.10471975511965977,2.746050493449723,0.7245370029219625,3.79007625887327,0.999985595707713,1.3475932900387255,0.3476076943310126,1,1
-0.59,0.1308996938995747,2.7591394344442186,0.8657908896903812,3.186842766884421,1.0001337695142818,1.2658433278512817,0.26570955833699994,1,1
-0.59,0.15707963267948966,2.773640101898131,1.0113834007720195,2.7424220130377144,1.000037698045689,1.2064783530852718,0.20644065503958275,1,1
-0.59,0.18325957145940458,2.7941497327731497,1.1593585819130277,2.41008241657434,1.000006222474844,1.16266586199331,0.16265963951846585,1,1
-0.59,0.20943951023931953,2.8304605415671626,1.3085722174976107,2.163014393641848,1.0000005196042203,1.1301459102735205,0.1301453906693002,1,1
-0.59,0.23561944901923448,2.8747491582192843,1.4582982615016566,1.9713039740300196,0.9999999725974446,1.1061675870611432,0.1061676144636986,1,1
-0.59,0.2617993877991494,2.9155193804047492,1.6080405910331292,1.8130881749269743,0.9999999908284884,1.0888468673098257,0.08884687648133727,1,1
-0.59,0.28797932657906433,2.952613487618122,1.7574370229158285,1.6800678767534623,1.0000000009594487,1.0768297541499532,0.07682975319050445,1,1
-0.59,0.3141592653589793,2.985917185801094,1.9062074250776304,1.566417770972376,1.0000000004915277,1.0691077369001414,0.06910773640861367,1,1
-0.59,0.34033920413889424,3.015344827175723,2.0,1.5076724135878614,1.0000000022645632,1.0649086238957979,0.06490862163123468,1,1
-0.59,0.36651914291880916,3.04083061122524,2.0,1.52041530561262,1.0000000105020561,1.0636276920696202,0.06362768156756404,1,1
-0.59,0.39269908169872414,3.062323139759201,2.0,1.5311615698796004,1.0000000314685735,1.064782232179918,0.06478220071134455,1,1
-0.59,0.41887902047863906,3.079781932070586,2.0,1.539890966035293,1.0000000720342452,1.0679805111949892,0.06798043916074392,1,1
-0.59,0.445058959258554,3.093175127689252,2.0,1.546587563844626,1.0000001363552045,1.0728999953627278,0.07289985900752338,1,1
-0.59,0.47123889803846897,3.1024779318731506,2.0,1.5512389659365753,1.0000002252048925,1.0792717103264609,0.07927148512156834,1,1
-0.59,0.4974188368183839,3.1076715387688165,2.0,1.5538357693844083,1.0000003375276618,1.0868687764160945,0.08686843888843265,1,1
-0.59,0.5235987755982988,3.108742369430106,2.0,1.554371184715053,1.0000004730685903,1.0954978517291223,0.09549737866053198,1,1
-0.59,0.5497787143782138,3.1056815219395695,2.0,1.5528407609697847,1.000000635467376,1.1049926435549022,0.10499200808752618,1,1
-0.59,0.5759586531581287,3.0984843671780324,2.0,1.5492421835890162,1.000000835595164,1.1152089190028993,0.11520808340773536,1,1
-0.59,0.6021385919380436,3.0871502463081817,2.0,1.5435751231540908,1.0000010949742546,1.1260206204555752,0.12601952548132056,1,1
-0.59,0.6283185307179586,3.0716822403415356,2.0,1.5358411201707678,1.0000014490205946,1.137316807063476,0.13731535804288142,1,1
-0.59,0.6544984694978735,3.0520869914393334,2.0,1.5260434957196667,1.0000019497492512,1.148999221681205,0.1489972719319539,1,1
-0.59,0.6806784082777885,3.02837456173896,2.0,1.51418728086948,1.000002667560196,1.1609803366469063,0.16097766908671018,1,1
-0.59,0.7068583470577035,3.000558319634135,2.0,1.5002791598170675,1.00000369178489,1.1731817698465365,0.17317807806164653,1,1
-0.59,0.7330382858376183,2.968654846269778,2.0,1.484327423134889,1.000005129798366,1.1855329897717777,0.1855278599734116,1,1
-0.59,0.7592182246175333,2.93268385698185,2.0,1.466341928490925,1.000007104652149,1.197970248128392,0.197963143476243,1,1
-0.59,0.7853981633974483,2.892668133801068,2.0,1.446334066900534,1.0000097513297705,1.2104356931867868,0.21042594185701624,1,1
-0.59,0.8115781021773631,2.8486334661312678,2.0,1.4243167330656339,1.0000132118477771,1.2228766279713927,0.2228634161236156,1,1
-0.59,0.8377580409572781,2.8006085974304895,2.0,1.4003042987152448,1.0000176295099052,1.2352448855776812,0.23522725606777595,1,1
-0.59,0.8639379797371931,2.74862517624738,2.0,1.37431258812369,1.000023142667892,1.2474963000978398,0.2474731574299478,1,1
-0.59,0.890117918517108,2.6927177103532713,2.0,1.3463588551766357,1.0000298783523383,1.2595902563374048,0.2595603779850666,1,1
-0.59,0.916297857297023,2.6329235229998593,2.0,1.3164617614999297,1.000037946117665,1.2714893050858098,0.2714513589681449,1,1
-0.59,0.9424777960769379,2.5692827105506146,2.0,1.2846413552753073,1.0000474324043815,1.2831588334375337,0.28311140103315213,1,1
-0.59,0.9686577348568528,2.5018381009001196,2.0,1.2509190504500598,1.0000583956674365,1.2945667817519702,0.29450838608453367,1,1
-0.59,0.9948376736367678,2.430635212222862,2.0,1.215317606111431,1.0000708624583199,1.3056834004439595,0.3056125379856396,1,1
-0.59,1.0210176124166828,2.3557222116915795,2.0,1.1778611058457897,1.0000848245864427,1.3164810410305616,0.31639621644411897,1,1
-0.59,1.0471975511965976,2.2771498738820437,2.0,1.1385749369410219,1.000100237426304,1.326933976812642,0.3268337393863381,1,1
-0.59,1.0733774899765125,2.1949715386415733,2.0,1.0974857693207867,1.0001170193839242,1.337018249310521,0.33690122992659677,1,1
-0.59,1.0995574287564276,2.1092430682463363,2.0,1.0546215341231682,1.0001350524906167,1.3467115371533143,0.3465764846626975,1,1
-0.59,1.1257373675363425,2.0200228037106065,2.0,1.0100114018553032,1.0001541840550954,1.3559930445812411,0.3558388605261458,1,1
-0.59,1.1519173063162573,2.0075745648239867,2.0,1.0037872824119933,1.000174229276198,1.3648434070890254,0.3646691778128275,1,1
-0.59,1.1780972450961724,2.025086580296342,2.0,1.012543290148171,1.0001949746976897,1.373244612039127,0.37304963734143737,1,1
-0.59,1.2042771838760873,2.040534169764592,2.0,1.020267084882296,1.0002161823728453,1.3811799323228298,0.3809637499499845,1,1
-0.59,1.2304571226560022,2.053906475104426,2.0,1.026953237552213,1.0002375945989352,1.3886338713577726,0.38839627675883737,1,1
-0.59,1.2566370614359172,2.065194088310401,2.0,1.0325970441552006,1.0002589390792715,1.395592117891784,0.3953331788125125,1,1
-0.59,1.2828170002158321,2.074389055663187,2.0,1.0371945278315935,1.0002799343721613,1.4020415092416543,0.40176157486949293,1,1
-0.59,1.308996938995747,2.081484881201356,2.0,1.040742440600678,1.00030029549104,1.4079700017370327,0.40766970624599264,1,1
-0.59,1.335176877775662,2.086476529457987,2.0,1.0432382647289935,1.0003197395273848,1.4133666472675772,0.41304690774019237,1,1
-0.59,1.361356816555577,2.089360427428872,2.0,1.044680213714436,1.0003379911770567,1.4182215749487013,0.4178835837716446,1,1
-0.59,1.3875367553354918,2.090134465744768,2.0,1.045067232872384,1.0003547880608912,1.4225259770297818,0.4221711889688906,1,1
-0.59,1.413716694115407,2.0887979990249046,2.0,1.0443989995124523,1.0003698857411893,1.4262720982700858,0.4259022125288965,1,1
-0.59,1.4398966328953218,2.0853518453932693,2.0,1.0426759226966347,1.0003830623468841,1.4294532281031669,0.42907016575628276,1,1
-0.59,1.4660765716752366,2.079798285142814,2.0,1.039899142571407,1.000394122731333,1.43206369500104,0.4316695722697068,1,1
-0.59,1.4922565104551517,2.0721410585361224,2.0,1.0360705292680612,1.0004029020976912,1.434098862535811,0.43369596043811987,1,1
-0.59,1.5184364492350666,2.0623853627340276,2.0,1.0311926813670138,1.0004092690375863,1.4355551267193973,0.435145857681811,1,1
-0.59,1.5446163880149815,2.0505378478464302,2.0,1.0252689239232151,1.0004131279392567,1.4364299142819916,0.4360167863427349,1,1
-0.59,1.5707963267948966,2.036606612102106,2.0,1.018303306051053,1.0004144207314536,1.4367216816277357,0.43630726089628213,1,1
-0.59,1.5969762655748114,2.123555196013161,2.0,1.0617775980065804,1.0004131279392567,1.4364299142819916,0.4360167863427349,1,1
-0.59,1.6231562043547263,2.247025713466694,2.0,1.123512856733347,1.0004092690375863,1.4355551267193973,0.435145857681811,1,1
-0.59,1.6493361431346414,2.370326931835428,2.0,1.185163465917714,1.0004029020976912,1.434098862535811,0.43369596043811987,1,1
-0.59,1.6755160819145563,2.4933743466233236,2.0,1.2466871733116618,1.000394122731333,1.43206369500104,0.4316695722697068,1,1
-0.59,1.7016960206944711,2.6160836272786425,2.0,1.3080418136393213,1.0003830623468841,1.4294532281031669,0.42907016575628276,1,1
-0.59,1.7278759594743862,2.7383706749898895,2.0,1.3691853374949448,1.0003698857411893,1.4262720982700858,0.4259022125288965,1,1
-0.59,1.754055898254301,2.860151680322935,2.0,1.4300758401614675,1.0003547880608912,1.4225259770297818,0.4221711889688906,1,1
-0.59,1.780235837034216,2.981343180659823,2.0,1.4906715903299115,1.0003379911770567,1.4182215749487013,0.4178835837716446,1,1
-0.59,1.806415775814131,3.101862117399873,2.0,1.5509310586999365,1.0003197395273848,1.4133666472675772,0.41304690774019237,1,1
-0.59,1.832595714594046,3.221625892883897,2.0,1.6108129464419485,1.0003002954910403,1.4079700017370327,0.4076697062459924,1,1
-0.59,1.8587756533739608,3.340552427002514,2.0,1.670276213501257,1.0002799343721613,1.4020415092416543,0.40176157486949293,1,1
-0.59,1.8849555921538759,3.4585602134497506,2.0,1.7292801067248753,1.0002589390792715,1.395592117891784,0.3953331788125125,1,1
-0.59,1.9111355309337907,3.575568375583398,2.0,1.787784187791699,1.0002375945989352,1.3886338713577726,0.38839627675883737,1,1
-0.59,1.9373154697137056,3.6914967218538166,2.0,1.8457483609269083,1.0002161823728453,1.3811799323228298,0.3809637499499845,1,1
-0.59,1.9634954084936207,3.8062658007632235,2.0,1.9031329003816118,1.0001949746976897,1.373244612039127,0.37304963734143737,1,1
-0.59,1.9896753472735356,3.919796955317776,2.0,1.959898477658888,1.000174229276198,1.3648434070890256,0.3646691778128277,1,1
-0.59,2.0158552860534504,4.032012376935152,2.0,2.016006188467576,1.0001541840550954,1.3559930445812414,0.355838860526146,1,1
-0.59,2.0420352248333655,4.14283515877066,2.0,2.07141757938533,1.000135052490617,1.3467115371533147,0.34657648466269775,1,1
-0.59,2.06821516361328,4.2521893484253495,2.0,2.1260946742126747,1.0001170193839242,1.3370182493105214,0.3369012299265972,1,1
-0.59,2.0943951023931953,4.359999999999999,2.0,2.1799999999999997,1.000100237426304,1.3269339768126422,0.3268337393863383,1,1
-0.59,2.1205750411731104,4.466193225459278,2.0,2.233096612729639,1.0000848245864427,1.316481041030562,0.3163962164441194,1,1
-0.59,2.146754979953025,4.570696245270926,2.0,2.285348122635463,1.0000708624583197,1.3056834004439595,0.3056125379856398,1,1
-0.59,2.17293491873294,4.67343743828521,2.0,2.336718719142605,1.0000583956674365,1.2945667817519702,0.29450838608453367,1,1
-0.59,2.199114857512855,4.774346390820472,2.0,2.387173195410236,1.0000474324043815,1.2831588334375337,0.28311140103315213,1,1
-0.59,2.22529479629277,4.87335394492116,2.0,2.43667697246058,1.000037946117665,1.27148930508581,0.2714513589681451,1,1
-0.59,2.251474735072685,4.970392245755232,2.0,2.485196122877616,1.0000298783523383,1.2595902563374048,0.2595603779850666,1,1
-0.59,2.2776546738526,5.065394788118466,2.0,2.532697394059233,1.000023142667892,1.2474963000978398,0.2474731574299478,1,1
-0.59,2.3038346126325147,5.1582964620138085,2.0,2.5791482310069043,1.0000176295099052,1.2352448855776812,0.23522725606777595,1,1
