delta,t_hh1,t_th2,t_hh3,t_tt1,nk,bandwidth_low,gap_low_mid,flatness_ratio,chern_low,quantum_weight_low,trace_violation,trace_violation_abs,chern_error,chern_mag_error,is_gapped,score
5.0859548066276306,0.44973133281118005,-0.056453859949051645,0.058487000572750455,-0.07280247921389826,21,0.048452049937024455,1.5622377232912652,0.031014517966540617,-1.0000000000000004,1.0010894564445858,2.0010894564445865,2.0010894564445865,4.440892098500626e-16,4.440892098500626e-16,True,0.014006824777369567
5.8553948652323164,0.3974701603158475,-0.04857064278937564,0.05659122227873833,-0.07995963154958349,21,0.04740756472903196,1.4087581643567963,0.03365202483186819,-0.9999999999999991,1.0014941435269626,2.001494143526962,2.001494143526962,8.881784197001252e-16,8.881784197001252e-16,True,0.02095465584327939
5.195803405675666,0.42605151147170117,-0.033910509295133284,0.06239316349904483,-0.05607920995599568,21,0.03777913966701374,1.4786903904784297,0.02554905334496041,-0.9999999999999971,1.0034086602979908,2.003408660297988,2.003408660297988,2.886579864025407e-15,2.886579864025407e-15,True,0.021012649835426046
4.884032980814637,0.43214514810525007,-0.01651888821169234,0.07173534722915753,-0.16459823112481708,21,0.050677846944884974,1.5623193329481069,0.032437572701129895,-0.9999999999999992,1.004171014071228,2.004171014071227,2.004171014071227,7.771561172376096e-16,7.771561172376096e-16,True,0.0371619677165654
5.406602004318355,0.4289330074670009,-0.020306827783249003,0.06977726642804796,-0.16973641429406827,21,0.048541096735298606,1.471169455038532,0.03299490522254436,-0.999999999999996,1.0057208557437536,2.00572085574375,2.00572085574375,3.9968028886505635e-15,3.9968028886505635e-15,True,0.048555155364633944
5.768637063473648,0.3835889675150513,-0.022393515743825802,0.06616370961540613,-0.07522855274248769,21,0.04918451314931316,1.3623692484539724,0.0361021897735347,-0.9999999999999977,1.0050066649178129,2.0050066649178104,2.0050066649178104,2.3314683517128287e-15,2.3314683517128287e-15,True,0.04866831849027536
5.7627352086060775,0.38298048187172484,-0.018077340697304385,0.06163853258089374,-0.10311751219800189,21,0.054508792679034856,1.367594790612625,0.039857414676621586,-0.999999999999996,1.0044562332527889,2.004456233252785,2.004456233252785,3.9968028886505635e-15,3.9968028886505635e-15,True,0.050924435222174456
4.971228238880981,0.42642681697389206,-0.00715925577543401,0.07592102192406827,-0.1384944260425349,21,0.050385080574731234,1.5060449256067696,0.03345523079560964,-0.9999999999999922,1.0069337091929826,2.0069337091929746,2.0069337091929746,7.771561172376096e-15,7.771561172376096e-15,True,0.05750962785538012
