rank,delta,t_hh1,t_th2,t_hh3,t_tt1,flatness_ratio,trace_violation_stage,chern_stage,chern_integrated_plot_mesh,quantum_weight_integrated_plot_mesh,trace_violation_integrated_plot_mesh
1.0,4.745543295628876,0.0948714977003255,0.0569303194842267,-0.2613336282157299,0.2603005320609048,13.97330594052634,3.092222830543718,1.0481678626674047,1.9480222739324218,5.528843516774151,3.580821242841729
2.0,4.953984929479359,0.0606067535263699,0.0723316168049655,-0.2178688783046669,0.3813070051616284,13.389091117138053,3.214171508364691,1.0658182478366456,1.9095022400651478,5.513070944225428,3.6035687041602804
3.0,7.3744805942057265,0.1234584467345044,0.1226538192602482,0.2136643107560707,0.0579664941202504,16.163175332962485,1.361281908801028,1.0985329820612395,1.6787696515111399,3.1396385987442885,1.4608689472331486
