rank,delta,t_hh1,t_th2,t_hh3,t_tt1,nk,bandwidth_low,gap_low_mid,flatness_ratio,chern_low,quantum_weight_low,trace_violation,trace_violation_abs,chern_error,is_gapped,leader_score
1,4.745543295628876,0.0948714977003255,0.0569303194842267,-0.2613336282157299,0.2603005320609048,21,1.6806469662810135,0.1202755434851452,13.97330594052634,1.0481678626674047,4.140390693211122,3.092222830543718,3.092222830543718,0.0481678626674046,True,1.144781959868406
2,4.953984929479359,0.0606067535263699,0.0723316168049655,-0.2178688783046669,0.3813070051616284,21,1.454069571655996,0.1086010662661624,13.389091117138053,1.0658182478366456,4.279989756201337,3.214171508364691,3.214171508364691,0.0658182478366455,True,1.1752242959181922
3,7.3744805942057265,0.1234584467345044,0.1226538192602482,0.2136643107560707,0.0579664941202504,21,0.5179884988323816,0.0320474466286347,16.163175332962485,1.0985329820612395,2.459814890862268,1.361281908801028,1.361281908801028,0.0985329820612397,True,1.5
