delta,t_hh1,t_th2,t_hh3,t_tt1,nk,bandwidth_low,gap_low_mid,flatness_ratio,chern_low,quantum_weight_low,trace_violation,trace_violation_abs,chern_error,is_gapped
5.417475728155339,0.35145631067961164,0.013592233009708738,0.08349514563106795,-0.08932038834951456,21,0.09032805414327116,1.3477900545435415,0.06701938023564266,-1.000000000000006,1.0123624305737695,2.0123624305737753,2.0123624305737753,2.000000000000006,True
5.340288418997446,0.1638018184257638,-0.1763092175861974,-0.2956746910642082,0.20875305573278036,21,1.8845760610655535,0.16765338781194442,11.240906525428933,2.317258259246315,4.810802161165584,2.493543901919269,2.493543901919269,1.317258259246315,True
5.383225129478376,0.09237102757041482,-0.13858733366726178,-0.184115738003014,0.49045135522972994,21,1.454816447724705,0.15719117862664905,9.255076909755202,2.010366181457411,4.356126322032777,2.345760140575366,2.345760140575366,1.0103661814574112,True
4.231939189760805,0.0552480962945071,0.29257828286275933,0.2786591627678019,0.308787120317229,21,0.8719060619179675,0.11177978100765495,7.80021265078572,1.8361230300630669,3.4901822702719247,1.6540592402088579,1.6540592402088579,0.8361230300630669,True
4.172845068093682,0.0883271902066867,-0.11856244917320666,-0.228059663070805,0.16262940067023246,21,1.7425495018470651,0.20268962158626602,8.597132345552408,2.146121592502466,4.2880223764249275,2.1419007839224613,2.1419007839224613,1.1461215925024661,True
6.743266931318124,0.32811245739756795,0.007932595249782182,0.3084345227514206,0.16893236072122841,21,1.312449829590272,0.1339843961705396,9.795542369872267,1.8293165194953227,2.616510159448495,0.7871936399531725,0.7871936399531725,0.8293165194953227,True
3.4969902978868426,0.20695117564063198,-0.3163459926883435,-0.317368947072689,-0.051629342175799064,21,2.4722395541996973,0.16406134188607022,15.068995083049513,1.9630846008860716,4.350890969776764,2.3878063688906925,2.3878063688906925,0.9630846008860716,True
3.4675816086531084,0.05367881614477788,0.08263404083809306,0.2904806619497109,0.4184270999998563,21,0.6229217770972214,0.05633026283351261,11.058385772818124,1.7735415294465224,3.6180075653617005,1.844466035915178,1.844466035915178,0.7735415294465224,True
7.3744805942057265,0.12345844673450448,0.12265381926024821,0.21366431075607073,0.057966494120250456,21,0.5179884988323816,0.03204744662863479,16.163175332962485,1.0985329820612397,2.4598148908622677,1.361281908801028,1.361281908801028,0.09853298206123973,True
6.465144215168198,0.19571769841083886,-0.19263990485868535,-0.3375741139722698,-0.04860510503738824,21,2.0105715184595248,0.11811610385502574,17.021993215482926,3.844004247258552,7.005306313664422,3.1613020664058697,3.1613020664058697,2.844004247258552,True
5.827502483828832,0.28331918603505424,-0.23606438749190745,-0.33866071022008865,0.12509441588054515,21,2.2075725512229862,0.04698946987013221,46.980154432986694,0.2915872981550468,4.2191749465072395,3.9275876483521928,3.9275876483521928,0.7084127018449532,True
7.451714616167301,0.18526898210039106,0.03616550973779131,0.2257577515786502,0.19237065585739377,21,0.7410759284015641,0.02101673732824233,35.26122617546849,0.9405370280328004,2.5610636210895703,1.6205265930567698,1.6205265930567698,0.05946297196719963,True
7.7602996653242595,0.19731759891170475,0.28383970944968284,0.22098424802527972,0.30847354898149715,21,0.9649085431341513,0.024114080310799813,40.0143207079726,1.1512107129408091,4.99368420588327,3.842473492942461,3.842473492942461,0.15121071294080912,True
6.690966051586733,0.34262033517266083,0.18803421218050176,0.32915628857949886,-0.4326787415667407,21,1.370481340690643,0.04470634929291584,30.655183488843036,1.075344018653068,3.232763171035361,2.1574191523822925,2.1574191523822925,0.07534401865306806,True
7.641333742566608,0.3026703891642362,-0.2741138791845032,0.2543428837498336,0.3671185073351819,21,1.210681556656945,0.0138960623744111,87.12407328326003,1.3779827062689656,6.109663157695363,4.7316804514263975,4.7316804514263975,0.3779827062689656,True
6.7381216283222045,0.3440512144865642,0.33706183917992905,0.3040126792610014,-0.008808056976768674,21,1.4357961179899605,0.033313088493811205,43.10006015373501,1.8746824673427178,10.027886467865967,8.15320400052325,8.15320400052325,0.8746824673427178,True
2.7914160789994553,0.06496756264464065,0.0925528420367352,-0.23151805996996888,0.3574676301582673,21,1.7429582924846307,0.09335670242092747,18.669878512053327,1.525990790441834,7.023880610821726,5.497889820379892,5.497889820379892,0.5259907904418339,True
3.781879580898754,0.1334964243632928,0.004794178103048163,-0.22455621663407968,0.35376771664376305,21,1.8227357374713355,0.08851656193467639,20.592030436253065,1.4940167922266507,6.0514008122233625,4.557384019996712,4.557384019996712,0.49401679222665074,True
5.030062268198673,0.2160830510376312,-0.2373344887890592,-0.3470035931421962,-0.2685305930041505,21,2.279304001575846,0.12535786533147542,18.182377272848694,3.155516250106741,6.041714373996157,2.8861981238894163,2.8861981238894163,2.155516250106741,True
3.763314006441986,0.2493461309730991,-0.10069924565796423,-0.31393483439246433,-0.04112572164764916,21,2.3905045415501016,0.058283312161362774,41.01524866898036,0.5730100272545493,4.645527482406732,4.072517455152182,4.072517455152182,0.4269899727454507,True
5.019241012827434,0.0789443565409229,0.047362209206577466,-0.2718040225799643,0.3075713465561426,21,1.6025644523887415,0.14048067432576383,11.407721809994436,3.04106233820515,6.358903579437591,3.317841241232441,3.317841241232441,2.04106233820515,True
4.501083642791656,0.07760010642727043,-0.258871638141136,-0.15478992849766354,-0.1096661036412967,21,2.086278614368451,0.1543691789063923,13.514865008341765,2.074965215375856,4.016671215958401,1.941706000582545,1.941706000582545,1.074965215375856,True
2.5161355057471013,0.12750086588061654,-0.2954992143189389,-0.2503021877178472,0.204589463146982,21,2.350665097146514,0.3138381238000552,7.490055920179129,1.9868822948532048,3.529886734132238,1.5430044392790332,1.5430044392790332,0.9868822948532048,True
5.793234829416424,0.29107952567263085,-0.1144393974544893,0.309220513550439,0.21605134754182986,21,1.1643181026905232,0.09154542703595636,12.718473662624493,2.1569649649725817,3.5923455483151425,1.4353805833425608,1.4353805833425608,1.1569649649725817,True
5.471117004546008,0.1372955255998124,-0.2589523494657342,-0.21008663575342124,-0.29815039320378267,21,2.0381665001713225,0.09166858425150806,22.23407852115696,1.623000037929134,4.309109946239598,2.6861099083104643,2.6861099083104643,0.623000037929134,True
5.243717975045437,0.3310461157883503,-0.32215879387119595,0.30616332708134086,0.4465651062300916,21,1.311581517481149,0.012602945672252619,104.06944150912301,-0.08480781130174021,12.938538401118997,13.023346212420737,13.023346212420737,1.0848078113017403,True
