matrix_dim,numpy_seconds,jax_seconds,numpy_over_jax_ratio
24.0,0.00019009876996278763,0.00016456153243780137,1.1551835179624281
32.0,0.00015648668631911277,0.0003443929366767406,0.4543841340915673
48.0,0.0005712878890335559,0.0009432230144739151,0.6056763673776484
64.0,0.001697489619255066,0.0017871499992907047,0.9498305234192856
128.0,0.006754613853991032,0.0033257810398936273,2.030985736272967
256.0,0.02642821120098233,0.015807366464287043,1.6718921055376645
