delta,t_hh1,t_th2,t_hh3,t_tt1,ratio_nk21,gap_nk21,bw_nk21,chern_nk21,q_nk21,trace_nk21,chern_mag_error_nk21
5.092144898428964,0.3958212225918701,-0.0451814007035806,0.0489776064030595,-0.1175095074419845,0.14491302935946687,1.5605389075045917,0.22614242051980327,-0.9999999999999989,1.000155834224042,0.00015583422404308322,1.1102230246251565e-15
5.990643970539968,0.4029845639210256,-0.0683729505984474,0.0426560275165906,-0.0927228164835964,0.06980757009884922,1.4368824333114665,0.10030527118719523,-0.9999999999999996,1.0001643159273514,0.00016431592735188794,4.440892098500626e-16
5.797445774403852,0.3830434631242915,-0.0613888944317084,0.0463866651629123,-0.0975456775849419,0.11547242162401698,1.4564728295153304,0.16818244465371923,-1.0000000000000002,1.000168223408513,0.00016822340851274653,2.220446049250313e-16
5.651467709595599,0.3618044989686978,-0.0292690400572762,0.0464396315202744,-0.1861592467726306,0.1587815926269436,1.4559029863498725,0.2311705948829561,-0.9999999999999993,1.0001708831227332,0.00017088312273383366,6.661338147750939e-16
5.718237318872183,0.4074507283547638,-0.0712983176013219,0.0448200425548784,-0.042030412797736,0.07313559686107886,1.4638735807891017,0.10706126806017568,-0.9999999999999974,1.0001725002948834,0.00017250029488591334,2.55351295663786e-15
4.850987154613988,0.3963843524016476,-0.0283448156051723,0.0540128359630891,-0.1898814584259341,0.162993084411163,1.6143135019901738,0.2631219368959645,-1.0000000000000013,1.0002012513532617,0.00020125135326032328,1.3322676295501878e-15
5.63016208492395,0.4142421440507502,-0.0762299624832171,0.0388569198731517,-0.0565362279610557,0.09262962719902976,1.4980621282307005,0.1387649364589949,-0.9999999999999993,1.000202673731603,0.0002026737316036531,6.661338147750939e-16
5.7486263906292905,0.424718478667154,-0.078850883325711,0.0420914924109016,-0.1017041892972412,0.07750313051187452,1.5071003504287508,0.1168049951537713,-0.9999999999999992,1.0002469060394694,0.00024690603947019607,7.771561172376096e-16
5.638907081536618,0.4014951775192382,-0.0709700144238441,0.0376670188556725,-0.0822805794898906,0.12060603577418245,1.4981756103870834,0.1806890212623522,-1.0000000000000009,1.0002556228354815,0.00025562283548064,8.881784197001252e-16
5.558793026205538,0.395409132230491,-0.050291843192558,0.0501300039714631,-0.1710731568455037,0.11693196741658152,1.5136063805815534,0.17698897197569208,-1.0000000000000007,1.0002725182184398,0.0002725182184390995,6.661338147750939e-16
