sector_kx,sector_ky,kvec_x,kvec_y,eig_index,energy,sector_dimension,solver
0,0,0.0,0.0,0,-13.627623097366573,173613,sparse
0,0,0.0,0.0,1,-13.62759080829175,173613,sparse
0,0,0.0,0.0,2,-13.627501589762131,173613,sparse
0,0,0.0,0.0,3,-13.600024961007222,173613,sparse
0,0,0.0,0.0,4,-13.597812791250734,173613,sparse
0,0,0.0,0.0,5,-13.596301527726427,173613,sparse
0,0,0.0,0.0,6,-13.595973565350807,173613,sparse
0,0,0.0,0.0,7,-13.595440158534222,173613,sparse
0,0,0.0,0.0,8,-13.59026579416106,173613,sparse
0,0,0.0,0.0,9,-13.579255089661398,173613,sparse
0,1,0.0,1.3962634015954636,0,-13.598019792304601,173583,sparse
0,1,0.0,1.3962634015954636,1,-13.59702640753525,173583,sparse
0,1,0.0,1.3962634015954636,2,-13.596007827932322,173583,sparse
0,1,0.0,1.3962634015954636,3,-13.594590120487048,173583,sparse
0,1,0.0,1.3962634015954636,4,-13.593666159898609,173583,sparse
0,1,0.0,1.3962634015954636,5,-13.591714502576064,173583,sparse
0,1,0.0,1.3962634015954636,6,-13.579508908818518,173583,sparse
0,1,0.0,1.3962634015954636,7,-13.577421772895704,173583,sparse
0,1,0.0,1.3962634015954636,8,-13.57676395991334,173583,sparse
0,1,0.0,1.3962634015954636,9,-13.575745549469637,173583,sparse
0,2,0.0,2.792526803190927,0,-13.600878746649222,173583,sparse
0,2,0.0,2.792526803190927,1,-13.599911890769647,173583,sparse
0,2,0.0,2.792526803190927,2,-13.599327402208342,173583,sparse
0,2,0.0,2.792526803190927,3,-13.59373530579732,173583,sparse
0,2,0.0,2.792526803190927,4,-13.592842938957714,173583,sparse
0,2,0.0,2.792526803190927,5,-13.59244113662969,173583,sparse
0,2,0.0,2.792526803190927,6,-13.585124073157406,173583,sparse
0,2,0.0,2.792526803190927,7,-13.584350165065883,173583,sparse
0,2,0.0,2.792526803190927,8,-13.581869354878862,173583,sparse
0,2,0.0,2.792526803190927,9,-13.576491213448518,173583,sparse
0,3,0.0,4.1887902047863905,0,-13.603892951475283,173610,sparse
0,3,0.0,4.1887902047863905,1,-13.601571337788961,173610,sparse
0,3,0.0,4.1887902047863905,2,-13.601150784783908,173610,sparse
0,3,0.0,4.1887902047863905,3,-13.597451208268643,173610,sparse
0,3,0.0,4.1887902047863905,4,-13.596100290448902,173610,sparse
0,3,0.0,4.1887902047863905,5,-13.595730484019894,173610,sparse
0,3,0.0,4.1887902047863905,6,-13.59548811673018,173610,sparse
0,3,0.0,4.1887902047863905,7,-13.59502823117335,173610,sparse
0,3,0.0,4.1887902047863905,8,-13.593672171985522,173610,sparse
0,3,0.0,4.1887902047863905,9,-13.578344137044928,173610,sparse
0,4,0.0,5.585053606381854,0,-13.604120574676024,173583,sparse
0,4,0.0,5.585053606381854,1,-13.603129632847045,173583,sparse
0,4,0.0,5.585053606381854,2,-13.6020818593232,173583,sparse
0,4,0.0,5.585053606381854,3,-13.596341964336762,173583,sparse
0,4,0.0,5.585053606381854,4,-13.592577645599267,173583,sparse
0,4,0.0,5.585053606381854,5,-13.591701794172161,173583,sparse
0,4,0.0,5.585053606381854,6,-13.590963326275636,173583,sparse
0,4,0.0,5.585053606381854,7,-13.585453760330994,173583,sparse
0,4,0.0,5.585053606381854,8,-13.584926904474507,173583,sparse
0,4,0.0,5.585053606381854,9,-13.578758917807605,173583,sparse
0,5,0.0,6.981317007977318,0,-13.6041205746761,173583,sparse
0,5,0.0,6.981317007977318,1,-13.60312963284706,173583,sparse
0,5,0.0,6.981317007977318,2,-13.60208185932331,173583,sparse
0,5,0.0,6.981317007977318,3,-13.596341964336807,173583,sparse
0,5,0.0,6.981317007977318,4,-13.592577645599219,173583,sparse
0,5,0.0,6.981317007977318,5,-13.591701794172215,173583,sparse
0,5,0.0,6.981317007977318,6,-13.590963326275594,173583,sparse
0,5,0.0,6.981317007977318,7,-13.58545376033097,173583,sparse
0,5,0.0,6.981317007977318,8,-13.58492690447451,173583,sparse
0,5,0.0,6.981317007977318,9,-13.578758917807608,173583,sparse
0,6,0.0,8.377580409572781,0,-13.603892951475325,173610,sparse
0,6,0.0,8.377580409572781,1,-13.601571337788927,173610,sparse
0,6,0.0,8.377580409572781,2,-13.601150784783945,173610,sparse
0,6,0.0,8.377580409572781,3,-13.597451208268632,173610,sparse
0,6,0.0,8.377580409572781,4,-13.596100290448923,173610,sparse
0,6,0.0,8.377580409572781,5,-13.59573048401986,173610,sparse
0,6,0.0,8.377580409572781,6,-13.595488116730241,173610,sparse
0,6,0.0,8.377580409572781,7,-13.59502823117338,173610,sparse
0,6,0.0,8.377580409572781,8,-13.59367217198555,173610,sparse
0,6,0.0,8.377580409572781,9,-13.57834413704492,173610,sparse
0,7,0.0,9.773843811168245,0,-13.600878746649155,173583,sparse
0,7,0.0,9.773843811168245,1,-13.599911890769583,173583,sparse
0,7,0.0,9.773843811168245,2,-13.599327402208177,173583,sparse
0,7,0.0,9.773843811168245,3,-13.593735305797232,173583,sparse
0,7,0.0,9.773843811168245,4,-13.592842938957682,173583,sparse
0,7,0.0,9.773843811168245,5,-13.592441136629692,173583,sparse
0,7,0.0,9.773843811168245,6,-13.585124073157541,173583,sparse
0,7,0.0,9.773843811168245,7,-13.584350165065901,173583,sparse
0,7,0.0,9.773843811168245,8,-13.581869354878723,173583,sparse
0,7,0.0,9.773843811168245,9,-13.576491213448529,173583,sparse
0,8,0.0,11.170107212763709,0,-13.59801979230456,173583,sparse
0,8,0.0,11.170107212763709,1,-13.59702640753516,173583,sparse
0,8,0.0,11.170107212763709,2,-13.596007827932274,173583,sparse
0,8,0.0,11.170107212763709,3,-13.594590120486925,173583,sparse
0,8,0.0,11.170107212763709,4,-13.593666159898575,173583,sparse
0,8,0.0,11.170107212763709,5,-13.591714502576062,173583,sparse
0,8,0.0,11.170107212763709,6,-13.57950890881843,173583,sparse
0,8,0.0,11.170107212763709,7,-13.577421772895567,173583,sparse
0,8,0.0,11.170107212763709,8,-13.576763959913256,173583,sparse
0,8,0.0,11.170107212763709,9,-13.575745549469667,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,0,-13.60026310674028,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,1,-13.59875693581541,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,2,-13.597749660600895,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,3,-13.594546900788455,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,4,-13.592951898289419,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,5,-13.592084433538577,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,6,-13.580108708378003,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,7,-13.578430896248001,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,8,-13.577692289226684,173583,sparse
1,0,1.2091995761561452,2.0943951023931953,9,-13.576153100799838,173583,sparse
1,1,1.2091995761561452,3.490658503988659,0,-13.604140542648508,173583,sparse
1,1,1.2091995761561452,3.490658503988659,1,-13.603149076476626,173583,sparse
1,1,1.2091995761561452,3.490658503988659,2,-13.602124192768764,173583,sparse
1,1,1.2091995761561452,3.490658503988659,3,-13.596211413818255,173583,sparse
1,1,1.2091995761561452,3.490658503988659,4,-13.592406950118063,173583,sparse
1,1,1.2091995761561452,3.490658503988659,5,-13.59152101021637,173583,sparse
1,1,1.2091995761561452,3.490658503988659,6,-13.5908557195495,173583,sparse
1,1,1.2091995761561452,3.490658503988659,7,-13.585334753529828,173583,sparse
1,1,1.2091995761561452,3.490658503988659,8,-13.584766103306604,173583,sparse
1,1,1.2091995761561452,3.490658503988659,9,-13.578708316964077,173583,sparse
1,2,1.2091995761561454,4.886921905584122,0,-13.600869626168317,173583,sparse
1,2,1.2091995761561454,4.886921905584122,1,-13.599871644297972,173583,sparse
1,2,1.2091995761561454,4.886921905584122,2,-13.599224575398605,173583,sparse
1,2,1.2091995761561454,4.886921905584122,3,-13.593957384990102,173583,sparse
1,2,1.2091995761561454,4.886921905584122,4,-13.592942091762948,173583,sparse
1,2,1.2091995761561454,4.886921905584122,5,-13.592629430679791,173583,sparse
1,2,1.2091995761561454,4.886921905584122,6,-13.58543088339285,173583,sparse
1,2,1.2091995761561454,4.886921905584122,7,-13.584577388309679,173583,sparse
1,2,1.2091995761561454,4.886921905584122,8,-13.582199514965883,173583,sparse
1,2,1.2091995761561454,4.886921905584122,9,-13.576627463672551,173583,sparse
1,3,1.2091995761561452,6.283185307179586,0,-13.600067914747465,173583,sparse
1,3,1.2091995761561452,6.283185307179586,1,-13.598560358081754,173583,sparse
1,3,1.2091995761561452,6.283185307179586,2,-13.597631153127573,173583,sparse
1,3,1.2091995761561452,6.283185307179586,3,-13.594459103926518,173583,sparse
1,3,1.2091995761561452,6.283185307179586,4,-13.592909449990467,173583,sparse
1,3,1.2091995761561452,6.283185307179586,5,-13.591949494272964,173583,sparse
1,3,1.2091995761561452,6.283185307179586,6,-13.580272230089298,173583,sparse
1,3,1.2091995761561452,6.283185307179586,7,-13.578436738957539,173583,sparse
1,3,1.2091995761561452,6.283185307179586,8,-13.577716568319113,173583,sparse
1,3,1.2091995761561452,6.283185307179586,9,-13.576223239400553,173583,sparse
1,4,1.2091995761561447,7.67944870877505,0,-13.60088096530847,173583,sparse
1,4,1.2091995761561447,7.67944870877505,1,-13.599892762338014,173583,sparse
1,4,1.2091995761561447,7.67944870877505,2,-13.59926287996615,173583,sparse
1,4,1.2091995761561447,7.67944870877505,3,-13.593877871693133,173583,sparse
1,4,1.2091995761561447,7.67944870877505,4,-13.592903883886375,173583,sparse
1,4,1.2091995761561447,7.67944870877505,5,-13.592561302905622,173583,sparse
